Preventative Maintenance ID,Preventative Maintenance Number,Preventative Maintenance Description,Preventative Maintenance Instruction,Preventative Maintenance Safety Note,Frequency Type ID,Frequency,Frequency Type Or ID,Frequency Or,Is Hierarchy,Is Triggered,Is Fixed,Is Standard,Lead Time Days,Asset Type ID,Manufacturer ID,Model Number ID,Priority ID,Estimated Duration Hours,Job Type ID,Department ID,Customer Contact ID,Supplier Contact ID,Is Inspection,Is Inspection Enforce Order On,Is Inspection By Asset Type,User Defined Text Box,Component Code ID,Estimated Labour Cost,Estimated Material Cost,Estimated Other Cost,Is Active,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time,Default Inspection Asset ID,Is Group Inspection,Parent Preventative Maintenance ID,Inspection Height,Inspection Width,Inspection XLocation,Inspection YLocation,Is Use Asset Contractor,Minute Difference,Is Master PM,Master PMID,Work Order Format Name,Contractor Quote Amount,In Active To,Days To Complete,Activation Type,Is Audit,Is Include Children Of Inspection Asset Only
1178,1156,PERFORM REPLACEMENT OF SEAL AND BEARING,"CHECK THE SEAL AND REPLACE IT IF NECESSARY, CHECK THE VIBRATION HISTORY IF NECESSARY REPLACE IT",,9,3.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:26:03 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1179,1010,PERFOM 12 MONTHLY PM,"REPLACE THE PLUNGER ROD SEAL FOR THE DIAPHRAGM HEADS, CHECK AND REPLACE IF NECESSARY THE TRANSMISSION JOINT ONLY FOR GAS ATMOSPHERES IIC, REPLACE HYDRAULIC DIAPHRAGMS (FOR DIAPHRAGM PUMPS) AND HYDRAULIC OIL, CHECK ALIGNMENT.",,9,1.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,30/05/2023 5:00:32 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1180,1009,PERFOM 12 MONTHLY PM,"REPLACE THE PLUNGER ROD SEAL FOR THE DIAPHRAGM HEADS, CHECK AND REPLACE IF NECESSARY THE TRANSMISSION JOINT ONLY FOR GAS ATMOSPHERES IIC, REPLACE HYDRAULIC DIAPHRAGMS (FOR DIAPHRAGM PUMPS) AND HYDRAULIC OIL, CHECK ALIGNMENT.",,9,1.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:48:48 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1181,1008,PERFOM 6 MONTHLY PM,"CHECK BEARINGS, VALVES CHECK AND CLEANING, CHECK PUMPHEAD BOLTS TIGHTENING, REPLACE SEAL PACKING FOR PLUNGER HEADS, CHECK AND REPLACE SEAL PACKING AND PLUNGER FOR DIAPHRAGM HEADS, CHECK PLUNGER SURFACE, REPLACE HYDRAULIC OIL, ONLY FOR THE FIRST REPLACEMENT, CHECK DAMPER NITROGEN PRESSURE IF NECESSARY RECHARGE IT.",use ppe and follow all safety instructions,4,6.0000000,,0.0000000,,,,,10,,,,3,4.0000000,5,23,,,,,,,,26.8600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1186,8/09/2023 4:51:15 PM,,,0,,,,,,570,,0,Standard,0.0000000,,35,every,,
1182,1007,PERFOM 6 MONTHLY PM,PTW should be achieved,Use proper PPEmake sure that the motor isolated from Substation,4,6.0000000,,0.0000000,,,,,7,,,,3,15.0000000,5,19,,,,,,,,160.8500000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1460,1/08/2023 11:25:06 AM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
1183,1006,PERFOM 6 MONTHLY PM,,,4,6.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,4/08/2023 9:15:05 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1184,1005,PERFOM 6 MONTHLY PM,,,4,6.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,13,,,,,,,,20.3400000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,28/07/2023 12:41:28 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1185,1004,PERFORM STANDBY PUMP TEST RUN AND VIBRATION ANALYSIS,STANDBY PUMP TO BE TEST RUN FOR AT LEAST 4 HOURS PRIOR TO CONDITION MONITORING ,,4,2.0000000,,0.0000000,,,,,2,,,,3,1.0000000,8,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,31/12/2022 4:23:41 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1186,1003,PERFORM STANDBY PUMP TEST RUN AND VIBRATION ANALYSIS,STANDBY PUMP TO BE TEST RUN FOR AT LEAST 4 HOURS PRIOR TO CONDITION MONITORING ,,4,2.0000000,,0.0000000,,,,,2,,,,3,1.0000000,8,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,31/12/2022 4:23:46 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1187,1002,PERFORM STANDBY PUMP TEST RUN AND VIBRATION ANALYSIS,STANDBY PUMP TO BE TEST RUN FOR AT LEAST 4 HOURS PRIOR TO CONDITION MONITORING ,,4,2.0000000,,0.0000000,,,,,2,,,,3,1.0000000,8,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,31/12/2022 4:23:49 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1188,1001,PERFORM STANDBY PUMP TEST RUN AND VIBRATION ANALYSIS,STANDBY PUMP TO BE TEST RUN FOR AT LEAST 4 HOURS PRIOR TO CONDITION MONITORING ,,4,2.0000000,,0.0000000,,,,,2,,,,3,1.0000000,8,34,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,5/03/2023 1:30:51 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1189,1000,PERFORM DUTY PUMP VIBRATION ANALYSIS,VIBRATION ANALYSIS TO BE PERFORMED AT NORMAL OPERATING CONDITIONS OPERATING CONDITIONS EG FLOW AND PRESSURE TO BE NOTED DURING MONITORING TO CONFIRM NORMAL OPERATING WINDOW,,4,1.0000000,,0.0000000,,,,,5,,,,3,1.0000000,8,34,,,,,,,,60.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,13/03/2023 3:39:18 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1190,1011,PERFOM 12 MONTHLY PM,PTW should be achieved,Use proper PPE,9,1.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,19,,,,,,,,243.4300000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1460,23/08/2023 3:12:23 PM,,,0,,,,,,510,,0,Standard,0.0000000,,0,every,,
1191,999,PERFORM DUTY PUMP VIBRATION ANALYSIS,VIBRATION ANALYSIS TO BE PERFORMED AT NORMAL OPERATING CONDITIONS OPERATING CONDITIONS EG FLOW AND PRESSURE TO BE NOTED DURING MONITORING TO CONFIRM NORMAL OPERATING WINDOW,,4,1.0000000,,0.0000000,,,,,2,,,,3,6.0000000,8,34,,,,,,,,20.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,30/12/2022 3:46:45 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1192,997,PERFORM DUTY PUMP VIBRATION ANALYSIS,VIBRATION ANALYSIS TO BE PERFORMED AT NORMAL OPERATING CONDITIONS OPERATING CONDITIONS EG FLOW AND PRESSURE TO BE NOTED DURING MONITORING TO CONFIRM NORMAL OPERATING WINDOW,,4,1.0000000,,0.0000000,,,,,2,,,,3,9.0000000,8,34,,,,,,,,20.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,30/12/2022 3:46:18 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1193,996,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,1.0000000,,0.0000000,,,,,30,,,,3,3.0000000,5,23,,,,,,,,20.1450000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,10/10/2023 9:18:19 AM,,,0,,,,,,570,,0,Standard,0.0000000,,30,every,,
1194,995,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,1.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:47:09 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1195,994,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,1.0000000,,0.0000000,,,,,3,,,,3,8.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,15/06/2023 9:31:07 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1196,993,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,1.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:47:33 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1197,992,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED","Use PPE,and fallow all safety rules",4,6.0000000,,0.0000000,,,,,10,,,,3,0.4000000,5,23,,,,,,,,2.3600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,17/07/2023 3:22:33 PM,,,0,,,,,,570,,0,Standard,0.0000000,,10,every,,
1198,991,REPLACE OIL OR GREASE  OF GEAR CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",use ppe,4,3.0000000,,0.0000000,,,,,30,,,,3,3.0000000,5,23,,,,,,,,27.7000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,11/10/2023 9:33:38 AM,,,0,,,,,,570,,0,Standard,0.0000000,,30,every,,
1199,990,REPLACE OIL OR GREASE  OF HYDRAULIC CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",USE PPE,9,3.0000000,,0.0000000,,,,,30,,,,3,3.0000000,5,23,,,,,,,,30.9600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,11/10/2023 10:12:32 AM,,,0,,,,,,570,,0,Standard,0.0000000,,30,every,,
1200,989,REPLACE OIL OR GREASE  OF HYDRAULIC CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,3.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,5/03/2023 10:00:06 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1201,988,REPLACE OIL OR GREASE  OF HYDRAULIC CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,3.0000000,,0.0000000,,,,,3,,,,3,8.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,15/06/2023 9:31:24 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1202,987,REPLACE OIL OR GREASE  OF HYDRAULIC CHAMBER AS PER LUBRICATION SCHEDULE,"REPLACE OIL OR GREASE AS PER INTERVALS IN LUBRICATION SCHEDULES;  CHECK BREATHER OPERATION AND CLEANLINESS (WHERE INSTALLED)REFER TO THE VENDOR MANUAL, AND BE ENSURE THAT THE CORRECT TYPE OF OIL IS USED",,9,3.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,5/03/2023 9:59:55 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1203,998,PERFORM DUTY PUMP VIBRATION ANALYSIS,VIBRATION ANALYSIS TO BE PERFORMED AT NORMAL OPERATING CONDITIONS OPERATING CONDITIONS EG FLOW AND PRESSURE TO BE NOTED DURING MONITORING TO CONFIRM NORMAL OPERATING WINDOW,,4,1.0000000,,0.0000000,,,,,2,,,,3,3.0000000,8,34,,,,,,,,10.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,30/12/2022 3:47:20 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1204,1012,PERFOM 12 MONTHLY PM,"REPLACE THE PLUNGER ROD SEAL FOR THE DIAPHRAGM HEADS, CHECK AND REPLACE IF NECESSARY THE TRANSMISSION JOINT ONLY FOR GAS ATMOSPHERES IIC, REPLACE HYDRAULIC DIAPHRAGMS (FOR DIAPHRAGM PUMPS) AND HYDRAULIC OIL, CHECK ALIGNMENT.",USE PPE,9,1.0000000,,0.0000000,,,,,30,,,,3,4.0000000,5,23,,,,,,,,12.4400000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,10/10/2023 9:24:41 AM,,,0,,,,,,570,,0,Standard,0.0000000,,30,every,,
1205,1013,PERFOM 18 MONTHLY PM,"CHECK AND REPLACE IF NECESSARY THE TRANSMISSION JOINT, CHECK PUMPHEAD BOLTS TIGHTENING. REPLACE THE PISTON ROD BELLOWS FOR DIAPHRAGM HEADS",,9,2.0000000,,0.0000000,,,,,7,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:48:37 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1206,1014,PERFOM 18 MONTHLY PM,,,4,18.0000000,,0.0000000,,,,,7,,,,3,8.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,6/07/2023 3:56:31 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1207,1039,CHANGE OIL IN GEARBOX AS PER LUBRICATION SCHEDULE,"CHANGE THE OIL IF USING MINERAL OIL OF API GROUP I OR II OR SATURATED SYNTHETIC ESTERS (OR DEPENDING ON THE RESULT OF THE OIL SAMPLE TEST)CHECK THE AIR‐OIL COOLER (THE SAME TIME AS YOU CHANGE THE OIL)CHECK THE WATER‐OIL COOLER (THE SAME TIME AS YOU CHANGE THE OIL)(CHANGE THE OIL IF USING SEMI-SYNTHETIC OIL OF API GROUP III, PAO OR PG OIL (OR DEPENDING ON THE RESULT OF THE OIL SAMPLING AT EVERY 20 000 OPERATING HOURS, AT LEAST EVERY 4 YEARS)REFER TO VENDOR INSTRUCTIONNOTE: API GROUPS I OR II MINERAL OILS, SATURATED SYNTHETIC ESTERS: 10,000 OPERATING HOURS, 2 YEARS MAXIMUM, API GROUP III SEMISYNTHETIC OILS, POLY-Α-OLEFINES, AND POLYGLYCOLS: 20,000 OPERATING HOURS, 4 YEARS MAXIMUM.",,9,1.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:44:42 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1208,1038,RELPENISH GREASE IN THE OIL RETAINING PIPE,RELPENISH GREASE IN THE OIL RETAINING PIPE REFER TO REFER TO VENDOR INSTRUCTION,,4,7.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,5/03/2023 9:34:29 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1209,1037,RELPENISH GREASE IN THE OIL RETAINING PIPE,RELPENISH GREASE IN THE OIL RETAINING PIPE REFER TO REFER TO VENDOR INSTRUCTION,,4,7.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,34.7600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,19/06/2023 9:48:14 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1210,1036,REPLENISH GREASE IN THE GREASE-LUBRICATED ROLLING CONTACT BEARINGS,REPLENISH GREASE IN THE GREASE-LUBRICATED ROLLING CONTACT BEARINGS REFER TO REFER TO VENDOR INSTRUCTION,,4,6.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:45:27 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1211,1035,REPLENISH GREASE IN THE GREASE-LUBRICATED ROLLING CONTACT BEARINGS,,,4,6.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,34.7600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,1/08/2023 5:16:29 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1212,1034,REGREASING TACONITE AND TACOLAB SEALS,REGREASE TACONITE AND REGREASE TACOLAB SEALS REFER TO VENDOR MANUAL,,4,4.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:45:38 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1213,1033,REGREASING TACONITE AND TACOLAB SEALS,,,4,4.0000000,,0.0000000,,,,,3,,,,3,0.0000000,5,13,,,,,,,,17.3800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,1/08/2023 5:21:38 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1214,1032,PERFORM VIBRATION ANALYSIS,,,4,1.0000000,,0.0000000,,,,,2,,,,3,10.0000000,8,34,,,,,,,,40.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,30/12/2022 3:46:10 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1215,1031,PERFORM VIBRATION ANALYSIS,,,4,1.0000000,,0.0000000,,,,,2,,,,3,1.0000000,8,34,,,,,,,,21.5550000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,13/03/2023 4:22:17 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1216,1030,PERFORM LLF INSPECTION ,"CHECK OIL LEVELS, TEMPERATURE, VIBRATION, NOISE, SOUND HOOD, LOOSE BOLTS, FOUNDATIONS,",,4,1.0000000,,0.0000000,,,,,2,,,,4,15.0000000,8,34,,,,,,,,90.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1452,30/12/2022 4:45:06 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1217,1029,PERFORM LLF INSPECTION ,,,4,1.0000000,,0.0000000,,,,,2,,,,4,0.5000000,8,34,,,,,,,,30.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,13/03/2023 4:08:35 PM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1218,1028,PERFORM STANDBY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,3,30000.0000000,,0.0000000,,,,,15,,,,3,8.0000000,5,23,,,,,,,,82.5600000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,29/09/2023 10:30:33 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1219,1027,PERFORM STANDBY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,3,30000.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:45:50 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1220,1026,PERFORM STANDBY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,3,30000.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,31/05/2023 10:48:09 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1221,1025,PERFORM STANDBY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,3,30000.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:45:58 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1222,1024,PERFORM DUTY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,USE PPE,9,3.0000000,,0.0000000,,,,,30,,,,3,16.0000000,5,23,,,,,,,,110.1999999,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,11/10/2023 10:16:52 AM,,,0,,,,,,570,,0,Standard,0.0000000,,30,every,,
1223,1023,PERFORM DUTY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,9,3.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:46:11 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1224,1022,PERFORM DUTY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,9,3.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,9,,,,,,,,246.4800000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,689,31/05/2023 11:24:26 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1225,1021,PERFORM DUTY PUMP BEARING REPLACEMENT,REPLACE MECHANISM BEARINGS REFER TO THE IOM,,9,3.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,13,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:47:55 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1226,1020,PERFORM DAMPENER OVERHAUL,"THE ACCUMULATOR'S LIFETIME IS LIMITED, AND IT DEPENDS ON THE SPREAD OF PRESSURE VARIATIONS AND CYCLES NUMBER. THE LAW IN FORCE SPECIFIES A COMPLETEOVERHAUL EVERY 5 (FIVE) YEARS, TO BE PERFORMED BY QUALIFIED STAFF.- THE REPLACEMENT OF THE BLADDER (OR DIAPHRAGM) AND OF GASKETS MUST ALWAYS BE PERFORMED AT THE SAME TIME. THE REPLACEMENT ELASTOMERS MUST BE STOREDIN A COOL PLACE, AWAY FROM DIRECT SUNLIGHT.- NO METALLIC ELEMENTS SHOULD EVER BE REPAIRED OR REPLACED; IN ALL OTHER CIRCUMSTANCES, CONTACT IN WRITING THE FOX S.R.L. TECHNICAL ASSISTANCE.K5",,9,5.0000000,,0.0000000,,,,,15,,,,3,8.0000000,5,23,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1964,29/09/2023 10:29:42 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1227,1019,PERFORM DAMPENER OVERHAUL,"THE ACCUMULATOR'S LIFETIME IS LIMITED, AND IT DEPENDS ON THE SPREAD OF PRESSURE VARIATIONS AND CYCLES NUMBER. THE LAW IN FORCE SPECIFIES A COMPLETEOVERHAUL EVERY 5 (FIVE) YEARS, TO BE PERFORMED BY QUALIFIED STAFF.- THE REPLACEMENT OF THE BLADDER (OR DIAPHRAGM) AND OF GASKETS MUST ALWAYS BE PERFORMED AT THE SAME TIME. THE REPLACEMENT ELASTOMERS MUST BE STOREDIN A COOL PLACE, AWAY FROM DIRECT SUNLIGHT.- NO METALLIC ELEMENTS SHOULD EVER BE REPAIRED OR REPLACED; IN ALL OTHER CIRCUMSTANCES, CONTACT IN WRITING THE FOX S.R.L. TECHNICAL ASSISTANCE.K5",,9,5.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,19,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:48:05 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
1228,1018,PERFORM DAMPENER OVERHAUL,"THE ACCUMULATOR'S LIFETIME IS LIMITED, AND IT DEPENDS ON THE SPREAD OF PRESSURE VARIATIONS AND CYCLES NUMBER. THE LAW IN FORCE SPECIFIES A COMPLETEOVERHAUL EVERY 5 (FIVE) YEARS, TO BE PERFORMED BY QUALIFIED STAFF.- THE REPLACEMENT OF THE BLADDER (OR DIAPHRAGM) AND OF GASKETS MUST ALWAYS BE PERFORMED AT THE SAME TIME. THE REPLACEMENT ELASTOMERS MUST BE STOREDIN A COOL PLACE, AWAY FROM DIRECT SUNLIGHT.- NO METALLIC ELEMENTS SHOULD EVER BE REPAIRED OR REPLACED; IN ALL OTHER CIRCUMSTANCES, CONTACT IN WRITING THE FOX S.R.L. TECHNICAL ASSISTANCE.K5",,9,5.0000000,,0.0000000,,,,,15,,,,3,0.0000000,5,9,,,,,,,,0.0000000,0.0000000,0.0000000,,1,6/12/2022 5:15:43 AM,1461,5/03/2023 10:48:11 AM,,,0,,,,,,0,,0,Standard,0.0000000,,0,every,,
