Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
er70s-3 filler wire,5443,0.1000000,8.0000000,0.0000000,43632,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5485,2.0000000,0.5581000,0.0000000,43640,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Фильтровальный порошок перлитовый вспученный,5483,2000.0000000,0.9117000,2000.0000000,43655,Kg,210106030000,Chemicals,Material Reservation,,
BoilGard IT 31,5484,1100.0000000,1.4324000,1100.0000000,43655,Kg,210106030000,Chemicals,Material Reservation,,
"PRESSURE GAUGE 0-12 BAR/PSI/KPA/KG/CM2, 1/8NP",5454,1.0000000,3.8900000,1.0000000,43573,Each,210109050000,Instrument Spares,Instrument Spares,,
Стержень из фторопласта Ф4 : d-120 L-1000 мм,4332,4.0000000,20.3633000,4.0000000,35567,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Himoya niqobi (респиратор) ,4525,4.0000000,0.1197000,4.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка литиевая MOLYKOTE 33 Medium 1KG,4519,2.0000000,170.9000000,2.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка Графитная MOLYKOTE G-N PLUS PASTE по 1KG,4520,2.0000000,96.5000000,2.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Мини промышленная пневматическая реверсивная дрель,4506,1.0000000,295.1583000,1.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Перфоратор 3-28 / Rotary hammer 3-28,4507,1.0000000,368.5441000,1.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"28"" Class 900 Flange with Restraints / Фланец с комплектующими из черных металлов",5486,1.0000000,84435.3200000,1.0000000,36979,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",4407,2.0000000,13.1623000,2.0000000,35526,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",5462,0.3000000,3.5900000,0.0000000,43661,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5463,1.0000000,0.5581000,0.0000000,43661,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
TEMPERATURE GAUGE : T191 WITH THERMOWELL : A6230 (SPARE),4644,1.0000000,440.7296000,1.0000000,37203,Each,210109050000,Instrument Spares,Instrument Spares,,
"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4719,1.0000000,29.0381000,1.0000000,38787,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM THK (3.2MM RING) SPR WND,4720,1.0000000,12.9100000,1.0000000,38787,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",5467,1.0000000,1303.9950000,1.0000000,43678,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Глицерин, технический, Температура пл. 17°С, плотность 1,26",4358,10.0000000,1.9571000,10.0000000,35757,Litre,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 1/2"" (Size: 15mm) Gasket, 316 SS RJ B16.20 CL1500 R OCTAGONAL",4033,2.0000000,10.9786000,2.0000000,34252,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Проволка Обожонная 5,5477,200.0000000,0.9400000,200.0000000,43711,Kg,210106060000,Operating materials,Material Reservation,691,
Герметик BIRKOSIT Dichrungskitt,4056,1.0000000,541.2844000,1.0000000,34255,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
ANGLE PROTRACTOR,4245,1.0000000,2210.0000000,1.0000000,34805,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Male connector, stainless steel 1/2"" ASTM A-276 TP316 NPTF/T W/FL NUT AND DOUBLE FERRULES / Соединение, нержавеющая сталь",5478,1.0000000,10.7896000,0.0000000,43715,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Скотч Ширина ленты — 48 мм, Длина намотки — 200 м",5603,3.0000000,1.7900000,3.0000000,43721,Each,210106090000,Consumables,Material Reservation,,
"Ежедневник 120л, 21*15, под кожу с ремешком",5487,8.0000000,3.0300000,8.0000000,43721,Each,210106090000,Consumables,Material Reservation,,
Бумага для офисной техники белая А4,5488,10.0000000,4.3900000,10.0000000,43721,Pack,210106090000,Consumables,Material Reservation,,
3.2mm LB 52U E7016,5489,0.1000000,0.0000000,0.0000000,43728,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5490,1.0000000,0.5581000,0.0000000,43728,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Специальная форменная одежда ГОСТ 27575-87,5491,1.0000000,43.6600000,0.0000000,43730,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5492,1.0000000,15.9449000,0.0000000,43730,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",5493,1.0000000,5.2800000,1.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5494,1.0000000,4.4675000,0.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Велосипед без двигателя VM-181,6912,1.0000000,93.6800000,1.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6258,1.0000000,2.8300000,1.0000000,43730,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Ежедневник с нанесением логотипа UNG Uzbekistan GTL,9694,1.0000000,7.5800000,1.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Ручка с нанесением логотипа UNG Uzbekistan GTL (Пластик),9695,1.0000000,1.0700000,1.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9544,1.0000000,30.4368000,1.0000000,43730,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10436,1.0000000,3.5700000,1.0000000,43730,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10437,1.0000000,3.5700000,1.0000000,43731,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9545,1.0000000,30.4368000,1.0000000,43731,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6260,1.0000000,2.8300000,1.0000000,43731,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Велосипед без двигателя VM-181,6913,1.0000000,93.6800000,1.0000000,43731,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5495,1.0000000,43.6600000,0.0000000,43731,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5496,1.0000000,15.9449000,0.0000000,43731,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5497,1.0000000,4.2174000,0.0000000,43731,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5498,1.0000000,4.4675000,0.0000000,43731,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5499,1.0000000,43.6600000,0.0000000,43732,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5500,1.0000000,15.9449000,0.0000000,43732,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5501,1.0000000,4.2174000,0.0000000,43732,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5502,1.0000000,4.4675000,0.0000000,43732,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6259,1.0000000,2.8300000,1.0000000,43732,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10435,1.0000000,3.5700000,1.0000000,43732,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10434,1.0000000,3.5700000,1.0000000,43733,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9923,1.0000000,30.4368000,1.0000000,43733,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",7015,1.0000000,18.2400000,1.0000000,43733,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6257,1.0000000,2.8300000,1.0000000,43733,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5503,1.0000000,43.6600000,1.0000000,43733,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5504,1.0000000,15.9449000,0.0000000,43733,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5505,1.0000000,4.2174000,0.0000000,43733,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5506,1.0000000,4.4675000,0.0000000,43733,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5507,1.0000000,43.6600000,0.0000000,43734,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5508,1.0000000,15.9449000,0.0000000,43734,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5509,1.0000000,4.2174000,0.0000000,43734,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5510,1.0000000,4.4675000,0.0000000,43734,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6256,1.0000000,2.8300000,1.0000000,43734,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9547,1.0000000,30.4368000,1.0000000,43734,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10433,1.0000000,3.5700000,1.0000000,43734,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10432,1.0000000,3.5700000,1.0000000,43735,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",7013,1.0000000,18.2400000,1.0000000,43735,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6251,1.0000000,2.8300000,1.0000000,43735,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5511,1.0000000,43.6600000,1.0000000,43735,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5512,1.0000000,15.9449000,0.0000000,43735,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5513,1.0000000,4.2174000,0.0000000,43735,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5514,1.0000000,4.4675000,0.0000000,43735,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5515,1.0000000,43.6600000,1.0000000,43736,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5516,1.0000000,15.9449000,0.0000000,43736,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5517,1.0000000,4.2174000,0.0000000,43736,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5518,1.0000000,4.4675000,0.0000000,43736,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6263,1.0000000,2.8300000,1.0000000,43736,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10431,1.0000000,3.5700000,1.0000000,43736,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Спецодежда зимний,9925,1.0000000,34.4800000,1.0000000,43736,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10430,1.0000000,3.5700000,1.0000000,43737,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",7014,1.0000000,18.2400000,1.0000000,43737,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9548,1.0000000,30.4368000,1.0000000,43737,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6262,1.0000000,2.8300000,1.0000000,43737,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5519,1.0000000,43.6600000,1.0000000,43737,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5520,1.0000000,15.9449000,0.0000000,43737,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5521,1.0000000,4.2174000,0.0000000,43737,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5522,1.0000000,4.4675000,0.0000000,43737,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5523,1.0000000,43.6600000,1.0000000,43738,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5524,1.0000000,15.9449000,0.0000000,43738,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5525,1.0000000,4.2174000,0.0000000,43738,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5526,1.0000000,4.4675000,0.0000000,43738,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6255,1.0000000,2.8300000,1.0000000,43738,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9826,1.0000000,5.4700000,1.0000000,43738,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10429,1.0000000,3.5700000,1.0000000,43738,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10500,1.0000000,18.2400000,1.0000000,43738,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Спецодежда зимний,9924,1.0000000,34.4800000,1.0000000,43738,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",9997,1.0000000,5.2800000,1.0000000,43739,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9824,1.0000000,5.4700000,1.0000000,43739,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10428,1.0000000,3.5700000,1.0000000,43739,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6254,1.0000000,2.8300000,1.0000000,43739,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5527,1.0000000,43.6600000,1.0000000,43739,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5528,1.0000000,15.9449000,0.0000000,43739,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5529,1.0000000,4.2174000,0.0000000,43739,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5530,1.0000000,4.4675000,0.0000000,43739,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5531,1.0000000,43.6600000,1.0000000,43740,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5532,1.0000000,15.9449000,0.0000000,43740,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5533,1.0000000,4.2174000,0.0000000,43740,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5534,1.0000000,4.4675000,0.0000000,43740,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6252,1.0000000,2.8300000,1.0000000,43740,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10427,1.0000000,3.5700000,1.0000000,43740,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10499,1.0000000,18.2400000,1.0000000,43740,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9822,1.0000000,5.4700000,1.0000000,43740,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9821,1.0000000,5.4700000,1.0000000,43741,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10426,1.0000000,3.5700000,1.0000000,43741,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6250,1.0000000,2.8300000,1.0000000,43741,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5535,1.0000000,43.6600000,1.0000000,43741,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5536,1.0000000,15.9449000,0.0000000,43741,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5537,1.0000000,4.2174000,0.0000000,43741,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5538,1.0000000,4.4675000,0.0000000,43741,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5539,1.0000000,43.6600000,1.0000000,43742,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5540,1.0000000,15.9449000,0.0000000,43742,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5541,1.0000000,4.2174000,0.0000000,43742,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5542,1.0000000,4.4675000,0.0000000,43742,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6261,1.0000000,2.8300000,1.0000000,43742,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10425,1.0000000,3.5700000,1.0000000,43742,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10424,1.0000000,3.5700000,1.0000000,43743,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9823,1.0000000,5.4700000,1.0000000,43743,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6253,1.0000000,2.8300000,1.0000000,43743,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5543,1.0000000,43.6600000,1.0000000,43743,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5544,1.0000000,15.9449000,0.0000000,43743,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Каска защитная POCOM3 белая с логотипом,5545,1.0000000,4.2174000,0.0000000,43743,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5546,1.0000000,4.4675000,0.0000000,43743,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,5547,1.0000000,43.6600000,0.0000000,43744,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",5548,1.0000000,15.9449000,0.0000000,43744,Pair,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",5549,1.0000000,5.2800000,1.0000000,43744,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные,5550,1.0000000,4.4675000,0.0000000,43744,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Комбинезон защитный Тайвек,6264,1.0000000,2.8300000,1.0000000,43744,Pack,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные ЗНГ1 PANORAMA,9820,1.0000000,5.4700000,1.0000000,43744,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
ИШЧИЛАР МАХСУС КИЙИМИ,9546,1.0000000,30.4368000,1.0000000,43744,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Очки защитные О55 HAMMER PROFI super,10423,1.0000000,3.5700000,1.0000000,43744,Each,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Спецодежда зимний,9922,1.0000000,34.4800000,0.0000000,43744,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
Специальная форменная одежда ГОСТ 27575-87,7488,1.0000000,43.6600000,1.0000000,43745,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",7486,1.0000000,18.2400000,1.0000000,43745,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,9830,1.0000000,43.6600000,1.0000000,43746,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,1200,
FuelAid ULS 537,5552,3600.0000000,7.0000000,3600.0000000,43747,Kg,210106060000,Operating materials,Material Reservation,691,
FuelAid ULS 537,5553,8100.0000000,7.0000000,8100.0000000,44010,Kg,210106060000,Operating materials,Material Reservation,691,
Oil Mobil DTE 25 Ultra / Масло,4264,5.0000000,4.2437000,5.0000000,34827,Litr,100000000001,MAINTCOST - Maintenance Cost,Mechanical Rotating Spares,,
Паронит маслобензостойкий Давление: 10Мпа Температура: 490 СТолщина: 3 мм Размер: 2м х 1.25м/Pressure: 10 Mpa,4309,9.6400000,14.7400000,9.6400000,35077,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Паранит ПМБ 3мм,4310,1.0000000,22.5100000,1.0000000,35077,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка Графитная MOLYKOTE G-N PLUS PASTE по 1KG,4314,1.0000000,96.5000000,1.0000000,35487,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",4345,5.0000000,13.1623000,5.0000000,35590,Set,100000000001,MAINTCOST - Maintenance Cost,Personal Protective Equipment,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",4401,3.0000000,13.1623000,3.0000000,36035,Set,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",4402,4.0000000,13.1623000,4.0000000,36036,Set,100000000001,MAINTCOST - Maintenance Cost,Personal Protective Equipment,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",4403,1.0000000,13.1623000,1.0000000,36039,Set,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Специальная форменная одежда ГОСТ 27575-87,5556,3.0000000,43.6600000,3.0000000,44029,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Oil Mobil Glygoyle 320,4036,5.0000000,19.9845000,5.0000000,34283,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",5614,1.0000000,0.5581000,0.0000000,44034,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные УОНИ 13/55 д 3 мм,5615,0.0001000,1487.0993000,0.0000000,44034,Tonn,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Chain Block TOYO 5 ton X 6 meters/ Подъемный цепной блок, ручной, стальной 5 тонн Х 6 метра",5567,1.0000000,313.5690000,1.0000000,44036,Each,100000000003,PRODUCTION COST - Production Cost,Material Reservation,691,
Ручная таль (подъемный цепной блок) 2 тонн,5571,1.0000000,171.5769000,1.0000000,44036,Each,100000000003,PRODUCTION COST - Production Cost,Material Reservation,691,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",5574,1.0000000,18.2400000,1.0000000,44039,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,5575,1.0000000,0.1000000,1.0000000,44039,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",5576,1.0000000,13.1623000,0.0000000,44039,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,5577,1.0000000,43.6600000,1.0000000,44039,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Gaz Niqob (Противогаз шланговый) FN-7,5584,2.0000000,773.8333000,2.0000000,44080,Set,210501070001,Safety Equipment & Supplies (PPE),Material Reservation,,
