Contact ID,Parent Contact ID,First Name,Last Name,Comment,Department ID,Address1,Address2,City,State,Post Code,Country,Home Phone,Work Phone,Mobile Phone,Fax,Email,Web Address,Is Primary Contact,ABN,Currency Type ID,Tax ID,Tax Exemption Number,Is Tax Exempt,Account Code ID,Payment Term ID,Customer Discount Percentage,Catalogued Mark Up Ceiling,Non Catalogued Mark Up Ceiling,Catalogued Markup Percentage,Non Catalogued Mark Up Percentage,Employee Number,Working Day Hours,Employed Date Time,Terminated Date Time,Expected Freight Price,Customer Type ID,Contact Image,Contact Type Name,Is Active,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time,Billing Address1,Billing Address2,Billing City,Billing State,Billing Country,Billing Post Code,Added Date Time,IRDNumber,Contact Signature,Custom Control File1ID
1093,0,UZGTL-HDC-PIP-PO-0420,"BMT Co., Ltd.",,,"21-1, Bukjeong-Dong, Yangsan-Si, Gyeongsangnam-do, Korea",,,,50568,Korea,,+82-2-558-6801,,,yhjo@superlok.com,https://superlok.com/kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:29:41 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1094,0,UZGTL-HDC-PIP-PO-0430,"KYEAM Technologies Co., Ltd",,,"1503, 1504, Jongno 1-ga, Daesung Skyrex, 95, Sambong-ro, Jongno-gu, Seoul, Koea",,,,03150,Korea,,+82-2615-1391,,,sales@kyeam.com,http://www.kyeam.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:45:05 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1095,0,UZGTL-HDC-PIP-PO-0440,"KYEAM Technologies Co., Ltd",,,"95 Sambong-ro, Suite 1503, Jongno-gu, Seoul 03150, Korea",,,,,Korea,,+82-2-2615-1391,,,sales@kyeam.com,http://www.kyeam.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:32:46 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1096,0,UZGTL-HDC-PIP-PO-0450,"Megaflexon Co., Ltd.",,,"78-12, Sengga-ro 76beon-gil, Gimpo-si, Gyeonggi-do, Korea",,,,KS009,Korea,,+82-31-981-2381,,,sales@megaflexon.com,http://www.megaflexon.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:43:15 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1097,0,UZGTL-HDC-PIP-PO-0460,"Jeongwoo Industrial Machine Co., Ltd.",,,"210, Sinpung-ri, Susin-myun, Chonan-si, Choongnam 31251, Korea",,,,31251,Korea,,+82-2-550-3530,,,kschoi@jimc.co.kr,http://www.jimc.co.kr/en/main/main.asp,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:32:19 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1098,0,UZGTL-HDC-PIP-PO-0470,"Seonghwa Industrial Co., Ltd.",,,"77-1, Cheonggok-ri, Chinseong-myun, Jinju, Gyeongnam 52623, Korea",,,,52623,Korea,,+82-2-6924-0828,,,juhyun.kim@seonghwa.co.kr,http://www.seonghwa.co.kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:33 PM,1,30/04/2022 9:43:21 AM,,,,,,,24/03/2022 3:26:33 PM,,,
1099,0,UZGTL-HDC-PIP-PO-0480,"Jeongwoo Industrial Machine Co., Ltd.",,,"210, Singpung-ri, Susin-myun, Chonan-si, Choongnam 31251, Korea",,,,31251,Korea,,+82-2-550-3530,,,kschoi@jimc.co.kr,http://www.jimc.co.kr/ko/main/main.asp,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:38:23 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1100,0,UZGTL-HDC-PIP-PO-0490,"Rilco Manufacturing Co., Inc.",,,"12700 Tanner Rd. Houston, TX 77041, USA",,,,77041,United States of America,,+1-713-466-4777 (ex 121),,,dhoward@rilco.com ,https://www.rilco.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:43:08 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1101,0,UZGTL-HDC-PIP-PO-0500,Valves.com PTE Ltd (Everlasting Valve),,,"7030, Ang Mo Kio Avenue 5, 0541 Northstar @ AMK, Singapore 569880",,,,569880,Singapore,,+65-65708873,,,skwong@valvescom.com,https://www.valvescom.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:32:53 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1102,0,UZGTL-HDC-PIP-PO-0510,"SOO SUNG Valve Ind Co., Ltd",,,"14, Majung5-Ro, Seo-Gu, Incheon 22664, Korea",,,,22664,Korea,,+82-32-569-4230,,,soosung@duocheck.co.kr,http://www.duocheck.co.kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:46:42 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1103,0,UZGTL-HDC-PIP-PO-0530,"AVK Valves Korea Co., Ltd.",,,"Suite E8, 8/F, KNN Tower, 30 Centumseo-ro, Haeundae-gu, Busan 48058 Korea",,,,48058,Korea,,+82-51-664-8808,,,jinny.jhl@avkvalves.co.kr,https://www.avkvalves.co.kr/ko-kr,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:29:30 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1104,0,UZGTL-HDC-PIP-PO-0540,"Taewon Co., Ltd.",,,"23, Mieumsandan 4-ro 62beon-gil, Gangseo-gu, Busan, Korea",,,,46744,Korea,,+82-51-831-0310,,,dsbang@taewonpiping.com,http://taewonpiping.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:32:24 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1105,0,UZGTL-HDC-PIP-PO-1060,"EEW Korea Co., Ltd.",,,"152-54, Oegukgieop-Ro, Sanam-Myeon, Sacheon-Si, Gyeongsangnam-Do, 52530",,,,52530,Korea,,+82-(0)55-851-8507,,,jskim@eewkorea.co.kr,http://www.eewkorea.co.kr/kor/Main.do,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:43:03 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1106,0,UZGTL-HDC-PRO-PO-0010-1,"Saint-Gobain Proppants (Guangham) Co., Ltd.",,,"Anle Village, Nanxing Town, Guanghan City, 618305 Sichuan Province PR China",,,,618305,China,,+65-9116-1119,,,Jayce.see@saint-gobain.com,https://www.saint-gobain.com/en,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:42:56 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1107,0,UZGTL-HDC-PRO-PO-0010-2,"Saint-Gobain Proppants (Guangham) Co., Ltd.",,,"Anle Village, Nanxing Town, Guanghan City, 618305 Sichuan Province PR China",,,,618305,China,,+65-9116-1119,,,Jayce.see@saint-gobain.com,https://www.saint-gobain.com/en,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:34 PM,1,30/04/2022 9:32:30 AM,,,,,,,24/03/2022 3:26:34 PM,,,
1108,0,UZGTL-HDC-VES-PO-0010,,,,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:26:24 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1109,0,UZGTL-HDC-VES-PO-0020,"Zangjiangang Furui Heavy Equipment Co., Ltd.",,,"No 1, Chaodongweigang Road, Yangtse Heavy Equipment Industry Zone, Zhangjiagang, 215636, Jiangsu Province, China",,,,215636,China,,+86-0512-58982235,,,carlos.chen@frhe.cn,http://www.frhe.cn/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:49:59 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1110,0,UZGTL-HDC-VES-PO-0030,"Zangjiangang Furui Heavy Equipment Co., Ltd.",,,"No 1, Chaodongweigang Road, Yangtse Heavy Equipment Industry Zone, Zhangjiagang, 215636, Jiangsu Province, China",,,,215636,China,,+86-0512-58982235,,,carlos.chen@frhe.cn,http://www.frhe.cn/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:32:00 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1111,0,UZGTL-HDC-VES-PO-0040,"TPT Pacific Co., Ltd",,,"1st Floor, Hanaro B/D, 25, Insadong 5-gil, Jongno-gu, Seoul, 03162, Korea",,,,03162,Korea,,+82-2-6365-2550,,,tpt@tptpacific.com,http://tptpacific.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:31:33 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1112,0,UZGTL-HDC-VES-PO-0050,"Doosan Mecatec Co., Ltd.",,,"259, Jeokhyeon-ro, Seongsan-gu, Changwon-si, Gyeongsangnam-do 51708, Korea",,,,51708,Korea,,+82-2-3670-5324,,,clclo@doosan.com,https://www.doosan.com/en,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:36:49 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1113,0,UZGTL-HDC-VES-PO-0060,"Doosan Mecatec Co., Ltd.",,,"259, Jeokhyeon-ro, Seongsan-gu, Changwon-si, Gyeongsangnam-do 51708, Korea",,,,51708,Korea,,+82-2-3670-5324,,,clclo@doosan.com,https://www.doosan.com/en,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:31:17 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1114,0,UZGTL-HDC-VES-PO-0070,"Jiangsu Junye PROCESS Equipment Co., Ltd.",,,"Junye road Chengbei Industrial Zone, Jiangdu, PRC",,,,225267,China,,+86-514-86827918,,,hjz@jypec.com,http://en.jypec.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:31:28 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1115,0,UZGTL-HDC-VES-PO-0080,UBEC Inc.,,,"106, Yongyeon-ro, Nam-gu, Ulsan, 44784, Korea",,,,44784,Korea,,+82-52-257-8334,,,bbibbijun@ubec.co.kr,http://www.ubec.co.kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:31:11 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1116,0,UZGTL-HDC-VES-PO-0100,UBEC Inc.,,,"106, Yongyeon-ro, Nam-gu, Ulsan, 44784, Korea",,,,44784,Korea,,+82-52-257-8334,,,bbibbijun@ubec.co.kr,http://www.ubec.co.kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:56:31 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1117,0,UZGTL-HDC-VES-PO-0110,"Jiangsu Junye PROCESS Equipment Co., Ltd.",,,"Junye road Chengbei Industrial Zone, Jiangdu, PRC",,,,225267,China,,+86-514-86827918,,,hjz@jypec.com,http://en.jypec.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:31:05 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1118,0,UZGTL-HDC-VES-PO-0120,UBEC Inc.,,,"106, Yongyeon-ro, Nam-gu, Ulsan, 44784, Korea",,,,44784,Korea,,+82-52-257-8334,,,bbibbijun@ubec.co.kr,http://www.ubec.co.kr/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:59 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1119,0,UZGTL-HDC-VES-PO-0130,"KHPT Co., Ltd.",,,"309, Office building, 263, Junggang-daero, Uichang-gu, Changwon-si, Gyeongsangnam-do, Korea",,,,51430,Korea,,+82-55-261-7728,,,dskim52@khpetro.com,http://us.khpetro.com/main/main.php,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:42:46 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1120,0,UZGTL-HDC-VES-PO-0140,"KHPT Co., Ltd.",,,"309, Office building, 263, Junggang-daero, Uichang-gu, Changwon-si, Gyeongsangnam-do, Korea",,,,51430,Korea,,+82-55-261-7728,,,dskim52@khpetro.com,http://us.khpetro.com/main/main.php,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:54 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1121,0,UZGTL-HDC-VES-PO-0150,"Samwon engineering Co., Ltd.",,,"12, Bodeum-4ro, Seo-gu, Inchon-si, Korea",,,,22664,Korea,,+82-32-553-5276,,,smlee@samwoneng.net,http://www.samwoneng.net/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:43:42 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1122,0,UZGTL-HDC-VES-PO-0160,"Samwon engineering Co., Ltd.",,,"12, Bodeum-4ro, Seo-gu, Inchon-si, Korea",,,,22664,Korea,,+82-32-553-5276,,,smlee@samwoneng.net,http://www.samwoneng.net/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:48 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1123,0,UZGTL-HDC-VES-PO-0170,Filtration Group B.V.,,,"Hanzeweg 21, 7241 CS Lochem, the Netherlands",,,,7241 CS,the Netherlands,,+31-573-297777,,,jan.bond@filtraitiongroup.com,https://www.filtrationgroup.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:29:52 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1124,0,UZGTL-HDC-VES-PO-0180,IPEG Eng Ltd.,,,"946-1, Nojin-ri, Jangam-myeon, Hwaseong-si, Gyeonggi-do, 445-921",,,,,Korea,,+82-2-997-5570,,,,http://www.ipegeng.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:39 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1125,0,UZGTL-HDC-VES-PO-0190,IPEG Eng Ltd.,,,"946-1, Nojin-ri, Jangam-myeon, Hwaseong-si, Gyeonggi-do, 445-921",,,,,Korea,,+82-2-997-5570,,,,http://www.ipegeng.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:33 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1126,0,UZGTL-HDC-VES-PO-0200,Pall Korea,,,"Dongwon B/D, 333, Yeongdong-daero, Gangam-Gu, Seoul, 06188 Korea",,,,06188,Korea,,+82-2-560-7846,,,changyeob_lee@ap.pall.com,https://www.pall.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:28 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1127,0,UZGTL-HDC-VES-PO-0210,"NRTEC CO., Ltd.",,,"9-24, Gadong-ro, Hanlim-myeon, Gimhae-si, Gyeongnam, 50849, Korea",,,,50849,Korea,,+82-55-720-7063,,,dongil.jang@nrtec.co.kr,http://nrtec.co.kr/kor/ceo-message/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:21 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1128,0,UZGTL-HDC-VES-PO-0220,"Power HX Tech. Co., Ltd.",,,"122, Cheoyongsaneop 3-gil, Cheongyang-myeon, Ulju-gun, Ulsan 44988, Korea",,,,44988,Korea,,+82-70-4271-9926,,,acc@powerhx.com,http://www.powerhx.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:30:09 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1129,0,UZGTL-HDC-VES-PO-0230,IPEG Eng Ltd.,,,"946-1, Nojin-ri, Jangam-myeon, Hwaseong-si, Gyeonggi-do, 445-921",,,,,Korea,,+82-2-997-5570,,,,http://www.ipegeng.com/,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:29:58 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1130,0,UZGTL-HDC-VES-PO-0270,,,,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:35 PM,1,30/04/2022 9:26:43 AM,,,,,,,24/03/2022 3:26:35 PM,,,
1131,0,UZGTL-HDC-VES-PO-1090,,,,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,24/03/2022 3:26:36 PM,1,30/04/2022 9:26:50 AM,,,,,,,24/03/2022 3:26:36 PM,,,
1132,0,U&O,Team Unit 71,,,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Unassigned,,1,28/03/2022 10:48:09 AM,1,19/04/2022 11:40:57 AM,,,,,,,28/03/2022 10:48:09 AM,,,
1133,0,UZGTL-HDC-MEC-PO-0090,Nuovo Pignone International SRL> Baker Huges ,,,"Via Felice Matteucci, 2, 50127, Firenze, Italy",,,,50127,Italy,,+39 055 423 8620,,,lorenzo.moriconi@ge.com;artem.grinev@BakerHughes.com,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Supplier,,1,4/04/2022 8:50:49 AM,1,30/04/2022 9:55:41 AM,,,,,,,4/04/2022 8:50:49 AM,,,
1136,0,Nurbek,Nurmatov,,42,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,91 960 22 11,,NURBEK.Nurmatov@uzgtl.com,,,Registration No. 008600-169,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,5/04/2022 4:12:27 PM,1465,24/09/2022 4:25:09 PM,,,,,,,5/04/2022 4:12:27 PM,,,
1137,0,Abbos,Meyliyev Ziyatovich,,12,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,998939373137,,abbos.meyliev@uzgtl.com,,,Registration No. 008600-93,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1687,11/10/2023 1:41:35 PM,,,,,,,6/04/2022 11:39:11 AM,,,
1138,0,Abbos,Oktyabrov,,42,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-06,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1465,24/09/2022 4:29:46 PM,,,,,,,6/04/2022 11:39:11 AM,,,
1139,0,Akmal,Almardonov Abduhomidovich,,18,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,998901246367,,akmal.almardanov@uzgtl.com,,,Registration No. 008600-78,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1687,11/10/2023 9:34:29 AM,,,,,,,6/04/2022 11:39:11 AM,,,
1140,0,Abbos,Ochilov,,42,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-10,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1465,8/11/2022 12:13:28 PM,,,,,,,6/04/2022 11:39:11 AM,,,
1141,0,Bobur,Aralov,,42,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,Bobur.Aralov@uzgtl.com,,,Registration No. 008600-144,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1460,30/05/2023 5:27:19 PM,,,,,,,6/04/2022 11:39:11 AM,,,
1142,0,Dilshod,Khan,,42,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:11 AM,1465,8/11/2022 12:15:55 PM,,,,,,,6/04/2022 11:39:11 AM,,,
1143,0,Sevarjon,Arabov,,42,,,,,,,,,,,,,,,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1465,24/09/2022 4:47:45 PM,,,,,,,6/04/2022 11:39:12 AM,,,
1144,0,Davron,G'oziyev,,28,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,12243,,,Davron.Goziev@uzgtl.com,,,Registration No. 008600-14,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1465,26/09/2022 10:01:02 AM,,,,,,,6/04/2022 11:39:12 AM,,,
1145,0,Abdurashid,Khakberdiev,,54,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-15,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1465,14/10/2022 11:36:42 AM,,,,,,,6/04/2022 11:39:12 AM,,,
1146,0,Asror,Husanov Erkin o'g'li,,13,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,998912196595,,аsror.khusanov_@uzgtl.com,,,Registration No. 008600-85,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1687,11/10/2023 1:31:27 PM,,,,,,,6/04/2022 11:39:12 AM,,,
1147,0,Atobek,Karimov Axmad o'g'li,,18,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,998915634373,,аtobek.karimov@uzgtl.com,,,Registration No. 008600-53,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1687,11/10/2023 1:34:00 PM,,,,,,,6/04/2022 11:39:12 AM,,,
1148,0,Azam,Jovliyev ,,,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,,,,,,Registration No. 008600-19,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1465,31/10/2022 3:42:55 PM,,,,,,,6/04/2022 11:39:12 AM,,,
1149,0,Azamat,Ashirov,,28,"Tashkent, Yashnabad district, 100060, Fargona yuli street, 7-b","Kashkadarya, Guzar district, GTL Site",,Tashkent and Kashkadarya,,Uzbekistan,,,998907169957,,аzamat.аshirov@uzgtl.com,,,Registration No. 008600-74,,,,,,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,0.0000000,,,0.0000000,,,Trade,,1,6/04/2022 11:39:12 AM,1460,17/02/2023 11:59:43 AM,,,,,,,6/04/2022 11:39:12 AM,,,
